Name,Score,State,Country
Gordon Linoff,1,013,New York, United States
jezrael,1,005,Bratislava, Slovakia
Ronak Shah,875,Pune, India.
Barmar,686,Arlington, MA
VonC,680,France
GMB,693,
Willem Van Onsem,650,Ypres, Belgium
akrun,655,
Jon Skeet,630,Reading, United Kingdom
Doug Stevenson,630,Silicon Valley
Martijn Pieters,630,Cambridge, UK
jfriend00,611,
lagbox,606,Earth
Frank van Puffelen,548,San Francisco, CA
chepner,530,Massachusetts
Nick,520,Adelaide SA, Australia
Markus L. Schmid,520,
unutbu,516,
Günter Zöchbauer,518,Linz, Austria
Nina Scholz,508,Düsseldorf, Deutschland
CertainPerformance,505,Austin, TX, USA
Samuel G,504,
Greg Hewgill,500,Christchurch, New Zealand
ImportanceOfBeingErnest,500,QuantumLocation
Seb,500,
T.J. Crowder,505,United Kingdom
Quentin,491,United Kingdom
CB Bailey,490,United Kingdom
Tim Biegeleisen,490,Singapore
Bergi,479,
Mark Byers,478,Denmark
StoryTeller - Unslander Monica,470,Israel
matt,462,
Suragch,450,
WeNYoBen,450,United States
torek,447,Berkeley, CA
Gordon Linoff,1,013,New York, United States
jezrael,1,005,Bratislava, Slovakia
Ronak Shah,875,Pune, India.
Barmar,686,Arlington, MA
VonC,680,France
GMB,693,
Willem Van Onsem,650,Ypres, Belgium
akrun,655,
Jon Skeet,630,Reading, United Kingdom
Doug Stevenson,630,Silicon Valley
Martijn Pieters,630,Cambridge, UK
jfriend00,611,
lagbox,606,Earth
Frank van Puffelen,548,San Francisco, CA
chepner,530,Massachusetts
Nick,520,Adelaide SA, Australia
Markus L. Schmid,520,
unutbu,516,
Günter Zöchbauer,518,Linz, Austria
Nina Scholz,508,Düsseldorf, Deutschland
CertainPerformance,505,Austin, TX, USA
Samuel G,504,
Greg Hewgill,500,Christchurch, New Zealand
ImportanceOfBeingErnest,500,QuantumLocation
Seb,500,
T.J. Crowder,505,United Kingdom
Quentin,491,United Kingdom
CB Bailey,490,United Kingdom
Tim Biegeleisen,490,Singapore
Bergi,479,
Mark Byers,478,Denmark
StoryTeller - Unslander Monica,470,Israel
matt,462,
Suragch,450,
WeNYoBen,450,United States
torek,447,Berkeley, CA
Gordon Linoff,1,013,New York, United States
jezrael,1,005,Bratislava, Slovakia
Ronak Shah,875,Pune, India.
Barmar,686,Arlington, MA
VonC,680,France
GMB,693,
Willem Van Onsem,650,Ypres, Belgium
akrun,655,
Jon Skeet,630,Reading, United Kingdom
Doug Stevenson,630,Silicon Valley
Martijn Pieters,630,Cambridge, UK
jfriend00,611,
lagbox,606,Earth
Frank van Puffelen,548,San Francisco, CA
chepner,530,Massachusetts
Nick,520,Adelaide SA, Australia
Markus L. Schmid,520,
unutbu,516,
Günter Zöchbauer,518,Linz, Austria
Nina Scholz,508,Düsseldorf, Deutschland
CertainPerformance,505,Austin, TX, USA
Samuel G,504,
Greg Hewgill,500,Christchurch, New Zealand
ImportanceOfBeingErnest,500,QuantumLocation
Seb,500,
T.J. Crowder,505,United Kingdom
Quentin,491,United Kingdom
CB Bailey,490,United Kingdom
Tim Biegeleisen,490,Singapore
Bergi,479,
Mark Byers,478,Denmark
StoryTeller - Unslander Monica,470,Israel
matt,462,
Suragch,450,
WeNYoBen,450,United States
torek,447,Berkeley, CA
CDJB,442,United Kingdom
BalusC,440,Willemstad, Curaçao
Darin Dimitrov,438,Sofia, Bulgaria
John Zwinck,432,Singapore
JB Nizet,439,Saint-Etienne, France
jcalz,425,Cambridge, Massachusetts
Peter Cordes,420,Halifax, Canada
Vlad from Moscow,416,Moscow, Russia
ansev,412,Badajoz, España
Martin R,410,Germany
Nicol Bolas,408,
Michael_B,405,New York City, USA
Zim,404,USA
Alex Martelli,400,Sunnyvale, CA
a_horse_with_no_name,400,Munich, Bavaria
Salman A,395,Karachi, Pakistan
Temani Afif,394,Tunisie
Matthew Rankin,392,Independence, MO
cs95,391,At an ipython shell near you
Sven Marnach,390,Preetz, Germany
Daniel Mesejo,386,Rio de Janeiro, Brazil
Marc Gravell,385,Forest of Dean, United Kingdom
eyllanesc,385,Peru
redhatvicky,385,India
Felix Kling,380,
dustbuster,380,Bel Air, MD, United States
Eric Lippert,378,Seattle, WA
Jake Luby,375,Minneapolis, MN, USA
CommonsWare,370,Pennsylvania, United States
Erwin Brandstetter,360,Vienna, Austria
Rabbid76,355,Austria
Sh_Khan,351,
Nehorai,350,Tel-Aviv, Israel
CMS,340,Guatemala
CDJB,442,United Kingdom
BalusC,440,Willemstad, Curaçao
Darin Dimitrov,438,Sofia, Bulgaria
John Zwinck,432,Singapore
JB Nizet,439,Saint-Etienne, France
jcalz,425,Cambridge, Massachusetts
Peter Cordes,420,Halifax, Canada
Vlad from Moscow,416,Moscow, Russia
ansev,412,Badajoz, España
Martin R,410,Germany
Nicol Bolas,408,
Michael_B,405,New York City, USA
Zim,404,USA
Alex Martelli,400,Sunnyvale, CA
a_horse_with_no_name,400,Munich, Bavaria
Salman A,395,Karachi, Pakistan
Temani Afif,394,Tunisie
Matthew Rankin,392,Independence, MO
cs95,391,At an ipython shell near you
Sven Marnach,390,Preetz, Germany
Daniel Mesejo,386,Rio de Janeiro, Brazil
Marc Gravell,385,Forest of Dean, United Kingdom
eyllanesc,385,Peru
redhatvicky,385,India
Felix Kling,380,
dustbuster,380,Bel Air, MD, United States
Eric Lippert,378,Seattle, WA
Jake Luby,375,Minneapolis, MN, USA
CommonsWare,370,Pennsylvania, United States
Erwin Brandstetter,360,Vienna, Austria
Rabbid76,355,Austria
Sh_Khan,351,
Nehorai,350,Tel-Aviv, Israel
CMS,340,Guatemala
CDJB,442,United Kingdom
BalusC,440,Willemstad, Curaçao
Darin Dimitrov,438,Sofia, Bulgaria
John Zwinck,432,Singapore
JB Nizet,439,Saint-Etienne, France
jcalz,425,Cambridge, Massachusetts
Peter Cordes,420,Halifax, Canada
Vlad from Moscow,416,Moscow, Russia
ansev,412,Badajoz, España
Martin R,410,Germany
Nicol Bolas,408,
Michael_B,405,New York City, USA
Zim,404,USA
Alex Martelli,400,Sunnyvale, CA
a_horse_with_no_name,400,Munich, Bavaria
Salman A,395,Karachi, Pakistan
Temani Afif,394,Tunisie
Matthew Rankin,392,Independence, MO
cs95,391,At an ipython shell near you
Sven Marnach,390,Preetz, Germany
Daniel Mesejo,386,Rio de Janeiro, Brazil
Marc Gravell,385,Forest of Dean, United Kingdom
eyllanesc,385,Peru
redhatvicky,385,India
Felix Kling,380,
dustbuster,380,Bel Air, MD, United States
Eric Lippert,378,Seattle, WA
Jake Luby,375,Minneapolis, MN, USA
CommonsWare,370,Pennsylvania, United States
Erwin Brandstetter,360,Vienna, Austria
Rabbid76,355,Austria
Sh_Khan,351,
Nehorai,350,Tel-Aviv, Israel
CMS,340,Guatemala
